 שם ישוב,סמל ישוב,מספר קלפי,בזב,מצביעים,פסולים,כשרים,אמת,ג,ד,הי,הפ,הק,ו,ז,זה,זך,טב,יק,כן,מחל,מרץ,נ,ני,נץ,נק,עם,פ,פה,פז,פי,פך,פנ,פץ,ץ,צפ,צק,ק,קנ,רק,שס
ירושלים, 003000, 0562.0, 000540, 000335, 000002, 000333, 000065, 000013, 000003, 000000, 000000, 000000, 000006, 000001, 000000, 000001, 000030, 000002, 000004, 000084, 000037, 000000, 000000, 000010, 000000, 000002, 000000, 000037, 000000, 000000, 000000, 000000, 000000, 000006, 000014, 000000, 000001, 000002, 000000, 000015
ירושלים, 003000, 0563.0, 000654, 000385, 000004, 000381, 000022, 000075, 000002, 000000, 000000, 000000, 000001, 000002, 000000, 000000, 000034, 000000, 000009, 000087, 000016, 000000, 000000, 000021, 000000, 000000, 000000, 000023, 000000, 000000, 000000, 000000, 000000, 000010, 000007, 000000, 000000, 000001, 000002, 000069
ירושלים, 003000, 0564.0, 000458, 000336, 000000, 000336, 000002, 000219, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000010, 000000, 000000, 000012, 000001, 000000, 000000, 000006, 000000, 000000, 000000, 000002, 000001, 000000, 000000, 000000, 000000, 000001, 000001, 000000, 000000, 000000, 000000, 000081
ירושלים, 003000, 0565.0, 000538, 000345, 000000, 000345, 000061, 000019, 000002, 000000, 000000, 000000, 000004, 000001, 000000, 000000, 000037, 000001, 000004, 000071, 000044, 000000, 000000, 000011, 000000, 000000, 000000, 000044, 000000, 000000, 000000, 000000, 000000, 000018, 000017, 000000, 000000, 000000, 000001, 000010
ירושלים, 003000, 0566.0, 000567, 000287, 000003, 000284, 000034, 000013, 000003, 000000, 000000, 000000, 000011, 000000, 000000, 000000, 000032, 000001, 000001, 000081, 000035, 000000, 000000, 000012, 000000, 000000, 000000, 000030, 000000, 000001, 000000, 000000, 000000, 000006, 000006, 000000, 000001, 000001, 000000, 000016
ירושלים, 003000, 0567.0, 000435, 000319, 000005, 000314, 000027, 000011, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000057, 000002, 000001, 000071, 000007, 000000, 000000, 000024, 000000, 000000, 000000, 000021, 000002, 000000, 000000, 000000, 000000, 000014, 000007, 000000, 000000, 000007, 000000, 000063
ירושלים, 003000, 0568.0, 000593, 000344, 000000, 000344, 000010, 000162, 000000, 000000, 000000, 000000, 000000, 000002, 000000, 000000, 000037, 000000, 000004, 000034, 000000, 000000, 000000, 000019, 000000, 000000, 000000, 000012, 000000, 000000, 000000, 000000, 000000, 000008, 000003, 000000, 000000, 000001, 000000, 000052
ירושלים, 003000, 0569.0, 000704, 000514, 000003, 000511, 000006, 000132, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000032, 000001, 000001, 000071, 000001, 000000, 000000, 000019, 000000, 000000, 000000, 000009, 000007, 000000, 000000, 000000, 000000, 000009, 000005, 000000, 000000, 000003, 000000, 000215
ירושלים, 003000, 0572.0, 000442, 000272, 000002, 000270, 000001, 000063, 000000, 000000, 000000, 000000, 000000, 000002, 000000, 000000, 000015, 000002, 000002, 000089, 000004, 000000, 000000, 000006, 000000, 000000, 000000, 000016, 000000, 000000, 000000, 000000, 000000, 000002, 000003, 000000, 000000, 000000, 000000, 000065
ירושלים, 003000, 0573.0, 000661, 000416, 000005, 000411, 000011, 000129, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000001, 000028, 000002, 000002, 000089, 000002, 000000, 000000, 000019, 000000, 000000, 000000, 000016, 000002, 000000, 000000, 000000, 000000, 000001, 000004, 000000, 000000, 000001, 000000, 000103
ירושלים, 003000, 0574.0, 000585, 000304, 000007, 000297, 000012, 000009, 000002, 000000, 000001, 000000, 000000, 000002, 000000, 000000, 000023, 000004, 000006, 000114, 000002, 000000, 000002, 000009, 000000, 000001, 000000, 000010, 000002, 000000, 000000, 000001, 000000, 000002, 000003, 000000, 000000, 000003, 000000, 000089
ירושלים, 003000, 0575.0, 000620, 000392, 000005, 000387, 000007, 000066, 000000, 000000, 000001, 000000, 000000, 000000, 000000, 000001, 000016, 000004, 000001, 000129, 000002, 000000, 000000, 000011, 000001, 000000, 000001, 000009, 000005, 000001, 000000, 000001, 000000, 000002, 000005, 000000, 000000, 000001, 000002, 000121
ירושלים, 003000, 0576.0, 000412, 000273, 000004, 000269, 000011, 000093, 000004, 000000, 000001, 000000, 000000, 000000, 000000, 000000, 000014, 000001, 000001, 000053, 000003, 000000, 000000, 000009, 000000, 000000, 000000, 000010, 000005, 000000, 000000, 000000, 000000, 000001, 000001, 000000, 000000, 000001, 000000, 000061
ירושלים, 003000, 0577.0, 000601, 000493, 000002, 000491, 000000, 000358, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000004, 000000, 000000, 000000, 000005, 000000, 000000, 000000, 000009, 000000, 000000, 000000, 000001, 000002, 000000, 000000, 000000, 000000, 000002, 000000, 000000, 000000, 000001, 000000, 000109
ירושלים, 003000, 0578.0, 000696, 000547, 000004, 000543, 000006, 000325, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000007, 000000, 000000, 000028, 000000, 000000, 000000, 000013, 000000, 000000, 000000, 000004, 000005, 000000, 000000, 000001, 000000, 000000, 000003, 000000, 000000, 000000, 000000, 000150
ירושלים, 003000, 0579.0, 000624, 000432, 000001, 000431, 000015, 000103, 000000, 000000, 000000, 000000, 000000, 000002, 000000, 000000, 000045, 000000, 000004, 000103, 000005, 000000, 000000, 000012, 000000, 000000, 000001, 000031, 000003, 000002, 000000, 000000, 000000, 000008, 000007, 000000, 000000, 000000, 000000, 000090
ירושלים, 003000, 0587.0, 000575, 000307, 000003, 000304, 000022, 000002, 000000, 000001, 000000, 000000, 000000, 000002, 000000, 000002, 000038, 000000, 000004, 000132, 000010, 000000, 000000, 000008, 000000, 000000, 000000, 000027, 000000, 000000, 000000, 000004, 000000, 000009, 000017, 000001, 000000, 000007, 000000, 000018
ירושלים, 003000, 0588.0, 000658, 000512, 000003, 000509, 000002, 000410, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000002, 000000, 000000, 000001, 000000, 000000, 000000, 000006, 000000, 000000, 000000, 000001, 000004, 000000, 000000, 000000, 000000, 000003, 000000, 000000, 000000, 000001, 000000, 000078
ירושלים, 003000, 0589.0, 000528, 000400, 000006, 000394, 000002, 000241, 000000, 000000, 000000, 000000, 000000, 000002, 000000, 000000, 000006, 000000, 000001, 000013, 000001, 000000, 000000, 000006, 000000, 000000, 000000, 000005, 000005, 000001, 000000, 000000, 000000, 000001, 000000, 000000, 000000, 000001, 000000, 000109
ירושלים, 003000, 0590.0, 000652, 000379, 000002, 000377, 000028, 000004, 000000, 000000, 000001, 000000, 000001, 000001, 000000, 000000, 000112, 000000, 000004, 000117, 000014, 000000, 000000, 000020, 000000, 000000, 000001, 000033, 000000, 000000, 000000, 000002, 000000, 000008, 000008, 000000, 000001, 000003, 000002, 000017
ירושלים, 003000, 0591.0, 000747, 000435, 000004, 000431, 000047, 000004, 000000, 000000, 000001, 000000, 000002, 000001, 000000, 000001, 000066, 000001, 000011, 000146, 000023, 000000, 000001, 000014, 000000, 000000, 000000, 000047, 000001, 000000, 000000, 000006, 000000, 000009, 000011, 000000, 000000, 000004, 000001, 000034
ירושלים, 003000, 0592.0, 000560, 000373, 000005, 000368, 000031, 000001, 000000, 000001, 000000, 000000, 000003, 000000, 000000, 000000, 000038, 000002, 000009, 000150, 000011, 000001, 000000, 000009, 000000, 000000, 000000, 000053, 000001, 000000, 000000, 000000, 000001, 000005, 000017, 000000, 000001, 000008, 000000, 000026
ירושלים, 003000, 0593.0, 000712, 000430, 000005, 000425, 000037, 000003, 000000, 000000, 000000, 000000, 000004, 000005, 000000, 000000, 000042, 000003, 000014, 000153, 000025, 000001, 000000, 000005, 000000, 000000, 000000, 000064, 000002, 000000, 000000, 000002, 000000, 000005, 000005, 000000, 000000, 000003, 000001, 000051
ירושלים, 003000, 0594.0, 000681, 000410, 000004, 000406, 000030, 000030, 000000, 000000, 000000, 000000, 000000, 000002, 000000, 000000, 000036, 000001, 000003, 000132, 000017, 000001, 000000, 000024, 000000, 000000, 000000, 000050, 000010, 000000, 000000, 000000, 000000, 000009, 000008, 000000, 000000, 000003, 000000, 000050
ירושלים, 003000, 0595.0, 000588, 000321, 000010, 000311, 000020, 000029, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000000, 000021, 000007, 000005, 000111, 000005, 000000, 000000, 000005, 000000, 000000, 000000, 000022, 000000, 000000, 000000, 000000, 000000, 000006, 000012, 000000, 000000, 000007, 000000, 000060
ירושלים, 003000, 0596.0, 000647, 000391, 000006, 000385, 000032, 000024, 000000, 000000, 000001, 000000, 000000, 000003, 000000, 000000, 000036, 000005, 000004, 000128, 000004, 000000, 000000, 000014, 000000, 000000, 000000, 000045, 000005, 000000, 000000, 000000, 000001, 000004, 000005, 000000, 000000, 000004, 000000, 000070
ירושלים, 003000, 0597.0, 000499, 000233, 000002, 000231, 000027, 000001, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000041, 000007, 000000, 000059, 000004, 000000, 000000, 000009, 000000, 000000, 000000, 000016, 000000, 000000, 000000, 000001, 000000, 000008, 000001, 000000, 000000, 000003, 000002, 000051
ירושלים, 003000, 0598.0, 000592, 000417, 000004, 000413, 000049, 000005, 000001, 000000, 000000, 000000, 000004, 000003, 000000, 000000, 000027, 000000, 000013, 000153, 000010, 000001, 000000, 000007, 000000, 000003, 000000, 000055, 000003, 000000, 000000, 000000, 000001, 000011, 000016, 000001, 000000, 000003, 000002, 000045
ירושלים, 003000, 0599.0, 000700, 000491, 000002, 000489, 000046, 000002, 000000, 000000, 000000, 000000, 000001, 000001, 000000, 000000, 000059, 000001, 000011, 000186, 000014, 000000, 000000, 000010, 000000, 000000, 000000, 000083, 000000, 000000, 000000, 000000, 000000, 000009, 000016, 000000, 000000, 000010, 000000, 000040
ירושלים, 003000, 0600.0, 000702, 000446, 000003, 000443, 000041, 000005, 000000, 000000, 000001, 000000, 000000, 000002, 000000, 000000, 000041, 000000, 000005, 000161, 000007, 000000, 000000, 000022, 000000, 000000, 000000, 000039, 000003, 000000, 000000, 000000, 000000, 000008, 000005, 000000, 000001, 000005, 000001, 000096
ירושלים, 003000, 0603.0, 000792, 000117, 000003, 000114, 000006, 000000, 000019, 000000, 000001, 000000, 000010, 000000, 000000, 000000, 000017, 000000, 000000, 000005, 000008, 000000, 000000, 000018, 000000, 000016, 000000, 000001, 000000, 000000, 000000, 000000, 000000, 000002, 000002, 000000, 000004, 000001, 000000, 000004
ירושלים, 003000, 0606.0, 000291, 000044, 000002, 000042, 000002, 000001, 000010, 000000, 000000, 000000, 000005, 000000, 000000, 000000, 000008, 000000, 000000, 000002, 000003, 000000, 000000, 000003, 000001, 000004, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000001, 000000, 000000, 000000, 000000, 000001
ירושלים, 003000, 0607.0, 000743, 000099, 000013, 000086, 000012, 000000, 000022, 000000, 000003, 000000, 000009, 000000, 000000, 000000, 000004, 000001, 000000, 000007, 000004, 000000, 000000, 000004, 000000, 000011, 000000, 000001, 000000, 000000, 000000, 000001, 000001, 000000, 000002, 000000, 000000, 000000, 000000, 000004
ירושלים, 003000, 0613.0, 000659, 000484, 000004, 000480, 000074, 000005, 000000, 000000, 000000, 000000, 000003, 000004, 000000, 000000, 000036, 000001, 000005, 000138, 000045, 000001, 000000, 000005, 000000, 000000, 000000, 000091, 000002, 000003, 000000, 000000, 000000, 000011, 000022, 000000, 000000, 000003, 000000, 000031
ירושלים, 003000, 0615.0, 000137, 000009, 000000, 000009, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000000, 000003, 000000, 000000, 000001, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000001, 000000, 000000, 000001
ירושלים, 003000, 0623.0, 000229, 000154, 000001, 000153, 000001, 000007, 000001, 000000, 000000, 000000, 000002, 000000, 000000, 000000, 000083, 000000, 000000, 000012, 000002, 000000, 000000, 000037, 000000, 000003, 000000, 000000, 000002, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000003
ירושלים, 003000, 0631.0, 000379, 000162, 000003, 000159, 000003, 000002, 000087, 000000, 000000, 000000, 000004, 000000, 000000, 000000, 000003, 000000, 000000, 000000, 000004, 000000, 000000, 000000, 000000, 000054, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000000, 000000, 000001
ירושלים, 003000, 0634.0, 000571, 000351, 000004, 000347, 000042, 000002, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000045, 000000, 000008, 000089, 000021, 000000, 000000, 000014, 000000, 000000, 000000, 000053, 000001, 000003, 000000, 000001, 000000, 000015, 000012, 000001, 000000, 000003, 000000, 000036
ירושלים, 003000, 0635.0, 000616, 000351, 000003, 000348, 000033, 000005, 000000, 000000, 000001, 000000, 000001, 000001, 000000, 000001, 000040, 000002, 000002, 000135, 000015, 000000, 000000, 000020, 000000, 000000, 000000, 000036, 000001, 000000, 000000, 000002, 000000, 000007, 000011, 000000, 000000, 000005, 000001, 000029
ירושלים, 003000, 0637.0, 000586, 000336, 000005, 000331, 000030, 000004, 000001, 000000, 000000, 000000, 000001, 000001, 000000, 000000, 000019, 000006, 000002, 000148, 000008, 000000, 000000, 000006, 000001, 000002, 000001, 000030, 000000, 000000, 000000, 000002, 000000, 000004, 000006, 000000, 000000, 000007, 000001, 000051
ירושלים, 003000, 0638.0, 000591, 000290, 000007, 000283, 000025, 000004, 000000, 000000, 000001, 000000, 000001, 000002, 000000, 000000, 000038, 000001, 000001, 000100, 000005, 000000, 000000, 000012, 000000, 000000, 000000, 000032, 000003, 000000, 000000, 000000, 000000, 000011, 000007, 000001, 000000, 000003, 000000, 000036
ירושלים, 003000, 0639.0, 000471, 000316, 000006, 000310, 000042, 000000, 000000, 000000, 000000, 000000, 000001, 000003, 000000, 000000, 000024, 000000, 000004, 000099, 000030, 000000, 000000, 000009, 000000, 000000, 000000, 000035, 000002, 000000, 000000, 000001, 000000, 000012, 000017, 000001, 000001, 000006, 000000, 000023
ירושלים, 003000, 0640.0, 000546, 000387, 000005, 000382, 000046, 000001, 000001, 000000, 000000, 000000, 000000, 000004, 000000, 000000, 000030, 000000, 000006, 000120, 000014, 000000, 000000, 000007, 000000, 000000, 000000, 000080, 000001, 000000, 000000, 000000, 000000, 000010, 000016, 000000, 000000, 000009, 000000, 000037
ירושלים, 003000, 0641.0, 000626, 000377, 000003, 000374, 000042, 000001, 000000, 000000, 000001, 000000, 000002, 000001, 000000, 000000, 000043, 000000, 000006, 000147, 000012, 000000, 000000, 000011, 000000, 000000, 000000, 000049, 000004, 000000, 000000, 000001, 000000, 000003, 000013, 000000, 000000, 000003, 000000, 000035
ירושלים, 003000, 0642.0, 000509, 000340, 000006, 000334, 000030, 000001, 000001, 000000, 000000, 000000, 000001, 000002, 000000, 000000, 000037, 000000, 000013, 000113, 000025, 000000, 000000, 000005, 000000, 000000, 000000, 000056, 000000, 000000, 000000, 000001, 000000, 000015, 000013, 000000, 000000, 000003, 000000, 000018
ירושלים, 003000, 0643.0, 000465, 000255, 000003, 000252, 000044, 000001, 000001, 000000, 000000, 000000, 000001, 000002, 000000, 000000, 000034, 000003, 000007, 000072, 000019, 000000, 000000, 000007, 000000, 000000, 000000, 000022, 000001, 000000, 000000, 000002, 000000, 000006, 000011, 000000, 000002, 000004, 000001, 000012
ירושלים, 003000, 0644.0, 000703, 000503, 000004, 000499, 000057, 000002, 000000, 000000, 000000, 000000, 000000, 000003, 000000, 000000, 000046, 000000, 000012, 000174, 000022, 000000, 000000, 000004, 000000, 000000, 000000, 000084, 000000, 000000, 000000, 000007, 000001, 000025, 000023, 000000, 000000, 000005, 000000, 000034
ירושלים, 003000, 0647.0, 000800, 000095, 000002, 000093, 000015, 000001, 000009, 000000, 000000, 000002, 000013, 000000, 000000, 000000, 000007, 000000, 000001, 000010, 000004, 000000, 000000, 000002, 000000, 000017, 000000, 000003, 000000, 000000, 000000, 000000, 000000, 000001, 000002, 000000, 000006, 000000, 000000, 000000
ירושלים, 003000, 0649.0, 000593, 000099, 000001, 000098, 000008, 000004, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000000, 000029, 000001, 000003, 000017, 000010, 000000, 000000, 000004, 000000, 000000, 000000, 000006, 000001, 000000, 000000, 000000, 000000, 000003, 000005, 000000, 000000, 000003, 000000, 000003
ירושלים, 003000, 0650.0, 000522, 000303, 000002, 000301, 000005, 000107, 000000, 000000, 000000, 000001, 000000, 000001, 000000, 000000, 000014, 000005, 000001, 000061, 000000, 000000, 000000, 000007, 000000, 000001, 000000, 000007, 000002, 000000, 000000, 000003, 000000, 000001, 000003, 000000, 000000, 000002, 000000, 000080
ירושלים, 003000, 0651.0, 000628, 000376, 000002, 000374, 000003, 000157, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000010, 000002, 000002, 000057, 000000, 000000, 000000, 000005, 000000, 000000, 000000, 000002, 000003, 000000, 000000, 000000, 000000, 000002, 000001, 000000, 000000, 000002, 000000, 000128
ירושלים, 003000, 0652.0, 000202, 000020, 000001, 000019, 000003, 000000, 000004, 000000, 000000, 000000, 000001, 000000, 000000, 000001, 000000, 000000, 000000, 000001, 000001, 000000, 000000, 000000, 000000, 000005, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000001, 000000, 000001, 000000, 000000, 000000
